,sents,tokens,token_count
5247,"Porpoises, indeed, are to this day considered fine
eating.","['Porpoises', ',', 'indeed', ',', 'are', 'to', 'this', 'day', 'considered', 'fine', 'eating', '.']",12
5248,"The meat is made into balls about the size of billiard
balls, and being well seasoned and spiced might be taken for
turtle-balls or veal balls.","['The', 'meat', 'is', 'made', 'into', 'balls', 'about', 'the', 'size', 'of', 'billiard', 'balls', ',', 'and', 'being', 'well', 'seasoned', 'and', 'spiced', 'might', 'be', 'taken', 'for', 'turtle-balls', 'or', 'veal', 'balls', '.']",28
5249,"The old monks of Dunfermline were very
fond of them.","['The', 'old', 'monks', 'of', 'Dunfermline', 'were', 'very', 'fond', 'of', 'them', '.']",11
5250,They had a great porpoise grant from the crown.,"['They', 'had', 'a', 'great', 'porpoise', 'grant', 'from', 'the', 'crown', '.']",10
5251,"The fact is, that among his hunters at least, the whale would by all
hands be considered a noble dish, were there not so much of him; but
when you come to sit down before a meat-pie nearly one hundred feet
long, it takes away your appetite.","['The', 'fact', 'is', ',', 'that', 'among', 'his', 'hunters', 'at', 'least', ',', 'the', 'whale', 'would', 'by', 'all', 'hands', 'be', 'considered', 'a', 'noble', 'dish', ',', 'were', 'there', 'not', 'so', 'much', 'of', 'him', ';', 'but', 'when', 'you', 'come', 'to', 'sit', 'down', 'before', 'a', 'meat-pie', 'nearly', 'one', 'hundred', 'feet', 'long', ',', 'it', 'takes', 'away', 'your', 'appetite', '.']",53
5252,"Only the most unprejudiced of men
like Stubb, nowadays partake of cooked whales; but the Esquimaux are
not so fastidious.","['Only', 'the', 'most', 'unprejudiced', 'of', 'men', 'like', 'Stubb', ',', 'nowadays', 'partake', 'of', 'cooked', 'whales', ';', 'but', 'the', 'Esquimaux', 'are', 'not', 'so', 'fastidious', '.']",23
5253,"We all know how they live upon whales, and have
rare old vintages of prime old train oil.","['We', 'all', 'know', 'how', 'they', 'live', 'upon', 'whales', ',', 'and', 'have', 'rare', 'old', 'vintages', 'of', 'prime', 'old', 'train', 'oil', '.']",20
5254,"Zogranda, one of their
most famous doctors, recommends strips of blubber for infants, as
being exceedingly juicy and nourishing.","['Zogranda', ',', 'one', 'of', 'their', 'most', 'famous', 'doctors', ',', 'recommends', 'strips', 'of', 'blubber', 'for', 'infants', ',', 'as', 'being', 'exceedingly', 'juicy', 'and', 'nourishing', '.']",23
5255,"And this reminds me that
certain Englishmen, who long ago were accidentally left in Greenland
by a whaling vessel--that these men actually lived for several months
on the mouldy scraps of whales which had been left ashore after
trying out the blubber.","['And', 'this', 'reminds', 'me', 'that', 'certain', 'Englishmen', ',', 'who', 'long', 'ago', 'were', 'accidentally', 'left', 'in', 'Greenland', 'by', 'a', 'whaling', 'vessel', '--', 'that', 'these', 'men', 'actually', 'lived', 'for', 'several', 'months', 'on', 'the', 'mouldy', 'scraps', 'of', 'whales', 'which', 'had', 'been', 'left', 'ashore', 'after', 'trying', 'out', 'the', 'blubber', '.']",46
5256,"Among the Dutch whalemen these scraps are
called ""fritters""; which, indeed, they greatly resemble, being brown
and crisp, and smelling something like old Amsterdam housewives'
dough-nuts or oly-cooks, when fresh.","['Among', 'the', 'Dutch', 'whalemen', 'these', 'scraps', 'are', 'called', '``', 'fritters', ""''"", ';', 'which', ',', 'indeed', ',', 'they', 'greatly', 'resemble', ',', 'being', 'brown', 'and', 'crisp', ',', 'and', 'smelling', 'something', 'like', 'old', 'Amsterdam', ""housewives'"", 'dough-nuts', 'or', 'oly-cooks', ',', 'when', 'fresh', '.']",39
5257,"They have such an eatable look
that the most self-denying stranger can hardly keep his hands off.","['They', 'have', 'such', 'an', 'eatable', 'look', 'that', 'the', 'most', 'self-denying', 'stranger', 'can', 'hardly', 'keep', 'his', 'hands', 'off', '.']",18
5258,"But what further depreciates the whale as a civilized dish, is his
exceeding richness.","['But', 'what', 'further', 'depreciates', 'the', 'whale', 'as', 'a', 'civilized', 'dish', ',', 'is', 'his', 'exceeding', 'richness', '.']",16
5259,"He is the great prize ox of the sea, too fat to
be delicately good.","['He', 'is', 'the', 'great', 'prize', 'ox', 'of', 'the', 'sea', ',', 'too', 'fat', 'to', 'be', 'delicately', 'good', '.']",17
5260,"Look at his hump, which would be as fine eating
as the buffalo's (which is esteemed a rare dish), were it not such a
solid pyramid of fat.","['Look', 'at', 'his', 'hump', ',', 'which', 'would', 'be', 'as', 'fine', 'eating', 'as', 'the', 'buffalo', ""'s"", '(', 'which', 'is', 'esteemed', 'a', 'rare', 'dish', ')', ',', 'were', 'it', 'not', 'such', 'a', 'solid', 'pyramid', 'of', 'fat', '.']",34
5261,"But the spermaceti itself, how bland and
creamy that is; like the transparent, half-jellied, white meat of a
cocoanut in the third month of its growth, yet far too rich to supply
a substitute for butter.","['But', 'the', 'spermaceti', 'itself', ',', 'how', 'bland', 'and', 'creamy', 'that', 'is', ';', 'like', 'the', 'transparent', ',', 'half-jellied', ',', 'white', 'meat', 'of', 'a', 'cocoanut', 'in', 'the', 'third', 'month', 'of', 'its', 'growth', ',', 'yet', 'far', 'too', 'rich', 'to', 'supply', 'a', 'substitute', 'for', 'butter', '.']",42
5262,"Nevertheless, many whalemen have a method
of absorbing it into some other substance, and then partaking of it.","['Nevertheless', ',', 'many', 'whalemen', 'have', 'a', 'method', 'of', 'absorbing', 'it', 'into', 'some', 'other', 'substance', ',', 'and', 'then', 'partaking', 'of', 'it', '.']",21
5263,"In the long try watches of the night it is a common thing for the
seamen to dip their ship-biscuit into the huge oil-pots and let them
fry there awhile.","['In', 'the', 'long', 'try', 'watches', 'of', 'the', 'night', 'it', 'is', 'a', 'common', 'thing', 'for', 'the', 'seamen', 'to', 'dip', 'their', 'ship-biscuit', 'into', 'the', 'huge', 'oil-pots', 'and', 'let', 'them', 'fry', 'there', 'awhile', '.']",31
5264,Many a good supper have I thus made.,"['Many', 'a', 'good', 'supper', 'have', 'I', 'thus', 'made', '.']",9
5265,"In the case of a small Sperm Whale the brains are accounted a fine
dish.","['In', 'the', 'case', 'of', 'a', 'small', 'Sperm', 'Whale', 'the', 'brains', 'are', 'accounted', 'a', 'fine', 'dish', '.']",16
5266,"The casket of the skull is broken into with an axe, and the
two plump, whitish lobes being withdrawn (precisely resembling two
large puddings), they are then mixed with flour, and cooked into a
most delectable mess, in flavor somewhat resembling calves' head,
which is quite a dish among some epicures; and every one knows that
some young bucks among the epicures, by continually dining upon
calves' brains, by and by get to have a little brains of their own,
so as to be able to tell a calf's head from their own heads; which,
indeed, requires uncommon discrimination.","['The', 'casket', 'of', 'the', 'skull', 'is', 'broken', 'into', 'with', 'an', 'axe', ',', 'and', 'the', 'two', 'plump', ',', 'whitish', 'lobes', 'being', 'withdrawn', '(', 'precisely', 'resembling', 'two', 'large', 'puddings', ')', ',', 'they', 'are', 'then', 'mixed', 'with', 'flour', ',', 'and', 'cooked', 'into', 'a', 'most', 'delectable', 'mess', ',', 'in', 'flavor', 'somewhat', 'resembling', 'calves', ""'"", 'head', ',', 'which', 'is', 'quite', 'a', 'dish', 'among', 'some', 'epicures', ';', 'and', 'every', 'one', 'knows', 'that', 'some', 'young', 'bucks', 'among', 'the', 'epicures', ',', 'by', 'continually', 'dining', 'upon', 'calves', ""'"", 'brains', ',', 'by', 'and', 'by', 'get', 'to', 'have', 'a', 'little', 'brains', 'of', 'their', 'own', ',', 'so', 'as', 'to', 'be', 'able', 'to', 'tell', 'a', 'calf', ""'s"", 'head', 'from', 'their', 'own', 'heads', ';', 'which', ',', 'indeed', ',', 'requires', 'uncommon', 'discrimination', '.']",118
5267,"And that is the reason why
a young buck with an intelligent looking calf's head before him, is
somehow one of the saddest sights you can see.","['And', 'that', 'is', 'the', 'reason', 'why', 'a', 'young', 'buck', 'with', 'an', 'intelligent', 'looking', 'calf', ""'s"", 'head', 'before', 'him', ',', 'is', 'somehow', 'one', 'of', 'the', 'saddest', 'sights', 'you', 'can', 'see', '.']",30
5268,"The head looks a sort
of reproachfully at him, with an ""Et tu Brute!""","['The', 'head', 'looks', 'a', 'sort', 'of', 'reproachfully', 'at', 'him', ',', 'with', 'an', '``', 'Et', 'tu', 'Brute', '!', ""''""]",18
5269,expression.,"['expression', '.']",2
5270,"It is not, perhaps, entirely because the whale is so excessively
unctuous that landsmen seem to regard the eating of him with
abhorrence; that appears to result, in some way, from the
consideration before mentioned: i.e.","['It', 'is', 'not', ',', 'perhaps', ',', 'entirely', 'because', 'the', 'whale', 'is', 'so', 'excessively', 'unctuous', 'that', 'landsmen', 'seem', 'to', 'regard', 'the', 'eating', 'of', 'him', 'with', 'abhorrence', ';', 'that', 'appears', 'to', 'result', ',', 'in', 'some', 'way', ',', 'from', 'the', 'consideration', 'before', 'mentioned', ':', 'i.e', '.']",43
5271,"that a man should eat a newly
murdered thing of the sea, and eat it too by its own light.","['that', 'a', 'man', 'should', 'eat', 'a', 'newly', 'murdered', 'thing', 'of', 'the', 'sea', ',', 'and', 'eat', 'it', 'too', 'by', 'its', 'own', 'light', '.']",22
5272,"But no
doubt the first man that ever murdered an ox was regarded as a
murderer; perhaps he was hung; and if he had been put on his trial by
oxen, he certainly would have been; and he certainly deserved it if
any murderer does.","['But', 'no', 'doubt', 'the', 'first', 'man', 'that', 'ever', 'murdered', 'an', 'ox', 'was', 'regarded', 'as', 'a', 'murderer', ';', 'perhaps', 'he', 'was', 'hung', ';', 'and', 'if', 'he', 'had', 'been', 'put', 'on', 'his', 'trial', 'by', 'oxen', ',', 'he', 'certainly', 'would', 'have', 'been', ';', 'and', 'he', 'certainly', 'deserved', 'it', 'if', 'any', 'murderer', 'does', '.']",50
5273,"Go to the meat-market of a Saturday night and see
the crowds of live bipeds staring up at the long rows of dead
quadrupeds.","['Go', 'to', 'the', 'meat-market', 'of', 'a', 'Saturday', 'night', 'and', 'see', 'the', 'crowds', 'of', 'live', 'bipeds', 'staring', 'up', 'at', 'the', 'long', 'rows', 'of', 'dead', 'quadrupeds', '.']",25
5274,"Does not that sight take a tooth out of the cannibal's
jaw?","['Does', 'not', 'that', 'sight', 'take', 'a', 'tooth', 'out', 'of', 'the', ""cannibal's"", 'jaw', '?']",13
5275,Cannibals?,"['Cannibals', '?']",2
5276,who is not a cannibal?,"['who', 'is', 'not', 'a', 'cannibal', '?']",6
5277,"I tell you it will be more
tolerable for the Fejee that salted down a lean missionary in his
cellar against a coming famine; it will be more tolerable for that
provident Fejee, I say, in the day of judgment, than for thee,
civilized and enlightened gourmand, who nailest geese to the ground
and feastest on their bloated livers in thy pate-de-foie-gras.","['I', 'tell', 'you', 'it', 'will', 'be', 'more', 'tolerable', 'for', 'the', 'Fejee', 'that', 'salted', 'down', 'a', 'lean', 'missionary', 'in', 'his', 'cellar', 'against', 'a', 'coming', 'famine', ';', 'it', 'will', 'be', 'more', 'tolerable', 'for', 'that', 'provident', 'Fejee', ',', 'I', 'say', ',', 'in', 'the', 'day', 'of', 'judgment', ',', 'than', 'for', 'thee', ',', 'civilized', 'and', 'enlightened', 'gourmand', ',', 'who', 'nailest', 'geese', 'to', 'the', 'ground', 'and', 'feastest', 'on', 'their', 'bloated', 'livers', 'in', 'thy', 'pate-de-foie-gras', '.']",69
5278,"But Stubb, he eats the whale by its own light, does he?","['But', 'Stubb', ',', 'he', 'eats', 'the', 'whale', 'by', 'its', 'own', 'light', ',', 'does', 'he', '?']",15
5279,"and that is
adding insult to injury, is it?","['and', 'that', 'is', 'adding', 'insult', 'to', 'injury', ',', 'is', 'it', '?']",11
5280,"Look at your knife-handle, there, my
civilized and enlightened gourmand dining off that roast beef, what
is that handle made of?--what but the bones of the brother of the
very ox you are eating?","['Look', 'at', 'your', 'knife-handle', ',', 'there', ',', 'my', 'civilized', 'and', 'enlightened', 'gourmand', 'dining', 'off', 'that', 'roast', 'beef', ',', 'what', 'is', 'that', 'handle', 'made', 'of', '?', '--', 'what', 'but', 'the', 'bones', 'of', 'the', 'brother', 'of', 'the', 'very', 'ox', 'you', 'are', 'eating', '?']",41
5281,"And what do you pick your teeth with, after
devouring that fat goose?","['And', 'what', 'do', 'you', 'pick', 'your', 'teeth', 'with', ',', 'after', 'devouring', 'that', 'fat', 'goose', '?']",15
5282,With a feather of the same fowl.,"['With', 'a', 'feather', 'of', 'the', 'same', 'fowl', '.']",8
5283,"And with
what quill did the Secretary of the Society for the Suppression of
Cruelty to Ganders formally indite his circulars?","['And', 'with', 'what', 'quill', 'did', 'the', 'Secretary', 'of', 'the', 'Society', 'for', 'the', 'Suppression', 'of', 'Cruelty', 'to', 'Ganders', 'formally', 'indite', 'his', 'circulars', '?']",22
5284,"It is only within
the last month or two that that society passed a resolution to
patronise nothing but steel pens.","['It', 'is', 'only', 'within', 'the', 'last', 'month', 'or', 'two', 'that', 'that', 'society', 'passed', 'a', 'resolution', 'to', 'patronise', 'nothing', 'but', 'steel', 'pens', '.']",22
5285,"CHAPTER 66

The Shark Massacre.","['CHAPTER', '66', 'The', 'Shark', 'Massacre', '.']",6
5286,"When in the Southern Fishery, a captured Sperm Whale, after long and
weary toil, is brought alongside late at night, it is not, as a
general thing at least, customary to proceed at once to the business
of cutting him in.","['When', 'in', 'the', 'Southern', 'Fishery', ',', 'a', 'captured', 'Sperm', 'Whale', ',', 'after', 'long', 'and', 'weary', 'toil', ',', 'is', 'brought', 'alongside', 'late', 'at', 'night', ',', 'it', 'is', 'not', ',', 'as', 'a', 'general', 'thing', 'at', 'least', ',', 'customary', 'to', 'proceed', 'at', 'once', 'to', 'the', 'business', 'of', 'cutting', 'him', 'in', '.']",48
5287,"For that business is an exceedingly laborious
one; is not very soon completed; and requires all hands to set about
it.","['For', 'that', 'business', 'is', 'an', 'exceedingly', 'laborious', 'one', ';', 'is', 'not', 'very', 'soon', 'completed', ';', 'and', 'requires', 'all', 'hands', 'to', 'set', 'about', 'it', '.']",24
5288,"Therefore, the common usage is to take in all sail; lash the
helm a'lee; and then send every one below to his hammock till
daylight, with the reservation that, until that time, anchor-watches
shall be kept; that is, two and two for an hour, each couple, the
crew in rotation shall mount the deck to see that all goes well.","['Therefore', ',', 'the', 'common', 'usage', 'is', 'to', 'take', 'in', 'all', 'sail', ';', 'lash', 'the', 'helm', ""a'lee"", ';', 'and', 'then', 'send', 'every', 'one', 'below', 'to', 'his', 'hammock', 'till', 'daylight', ',', 'with', 'the', 'reservation', 'that', ',', 'until', 'that', 'time', ',', 'anchor-watches', 'shall', 'be', 'kept', ';', 'that', 'is', ',', 'two', 'and', 'two', 'for', 'an', 'hour', ',', 'each', 'couple', ',', 'the', 'crew', 'in', 'rotation', 'shall', 'mount', 'the', 'deck', 'to', 'see', 'that', 'all', 'goes', 'well', '.']",71
5289,"But sometimes, especially upon the Line in the Pacific, this plan
will not answer at all; because such incalculable hosts of sharks
gather round the moored carcase, that were he left so for six hours,
say, on a stretch, little more than the skeleton would be visible by
morning.","['But', 'sometimes', ',', 'especially', 'upon', 'the', 'Line', 'in', 'the', 'Pacific', ',', 'this', 'plan', 'will', 'not', 'answer', 'at', 'all', ';', 'because', 'such', 'incalculable', 'hosts', 'of', 'sharks', 'gather', 'round', 'the', 'moored', 'carcase', ',', 'that', 'were', 'he', 'left', 'so', 'for', 'six', 'hours', ',', 'say', ',', 'on', 'a', 'stretch', ',', 'little', 'more', 'than', 'the', 'skeleton', 'would', 'be', 'visible', 'by', 'morning', '.']",57
5290,"In most other parts of the ocean, however, where these fish
do not so largely abound, their wondrous voracity can be at times
considerably diminished, by vigorously stirring them up with sharp
whaling-spades, a procedure notwithstanding, which, in some
instances, only seems to tickle them into still greater activity.","['In', 'most', 'other', 'parts', 'of', 'the', 'ocean', ',', 'however', ',', 'where', 'these', 'fish', 'do', 'not', 'so', 'largely', 'abound', ',', 'their', 'wondrous', 'voracity', 'can', 'be', 'at', 'times', 'considerably', 'diminished', ',', 'by', 'vigorously', 'stirring', 'them', 'up', 'with', 'sharp', 'whaling-spades', ',', 'a', 'procedure', 'notwithstanding', ',', 'which', ',', 'in', 'some', 'instances', ',', 'only', 'seems', 'to', 'tickle', 'them', 'into', 'still', 'greater', 'activity', '.']",58
5291,"But it was not thus in the present case with the Pequod's sharks;
though, to be sure, any man unaccustomed to such sights, to have
looked over her side that night, would have almost thought the whole
round sea was one huge cheese, and those sharks the maggots in it.","['But', 'it', 'was', 'not', 'thus', 'in', 'the', 'present', 'case', 'with', 'the', 'Pequod', ""'s"", 'sharks', ';', 'though', ',', 'to', 'be', 'sure', ',', 'any', 'man', 'unaccustomed', 'to', 'such', 'sights', ',', 'to', 'have', 'looked', 'over', 'her', 'side', 'that', 'night', ',', 'would', 'have', 'almost', 'thought', 'the', 'whole', 'round', 'sea', 'was', 'one', 'huge', 'cheese', ',', 'and', 'those', 'sharks', 'the', 'maggots', 'in', 'it', '.']",58
5292,"Nevertheless, upon Stubb setting the anchor-watch after his supper
was concluded; and when, accordingly, Queequeg and a forecastle
seaman came on deck, no small excitement was created among the
sharks; for immediately suspending the cutting stages over the side,
and lowering three lanterns, so that they cast long gleams of light
over the turbid sea, these two mariners, darting their long
whaling-spades, kept up an incessant murdering of the sharks,* by
striking the keen steel deep into their skulls, seemingly their only
vital part.","['Nevertheless', ',', 'upon', 'Stubb', 'setting', 'the', 'anchor-watch', 'after', 'his', 'supper', 'was', 'concluded', ';', 'and', 'when', ',', 'accordingly', ',', 'Queequeg', 'and', 'a', 'forecastle', 'seaman', 'came', 'on', 'deck', ',', 'no', 'small', 'excitement', 'was', 'created', 'among', 'the', 'sharks', ';', 'for', 'immediately', 'suspending', 'the', 'cutting', 'stages', 'over', 'the', 'side', ',', 'and', 'lowering', 'three', 'lanterns', ',', 'so', 'that', 'they', 'cast', 'long', 'gleams', 'of', 'light', 'over', 'the', 'turbid', 'sea', ',', 'these', 'two', 'mariners', ',', 'darting', 'their', 'long', 'whaling-spades', ',', 'kept', 'up', 'an', 'incessant', 'murdering', 'of', 'the', 'sharks', ',', '*', 'by', 'striking', 'the', 'keen', 'steel', 'deep', 'into', 'their', 'skulls', ',', 'seemingly', 'their', 'only', 'vital', 'part', '.']",99
5293,"But in the foamy confusion of their mixed and struggling
hosts, the marksmen could not always hit their mark; and this brought
about new revelations of the incredible ferocity of the foe.","['But', 'in', 'the', 'foamy', 'confusion', 'of', 'their', 'mixed', 'and', 'struggling', 'hosts', ',', 'the', 'marksmen', 'could', 'not', 'always', 'hit', 'their', 'mark', ';', 'and', 'this', 'brought', 'about', 'new', 'revelations', 'of', 'the', 'incredible', 'ferocity', 'of', 'the', 'foe', '.']",35
5294,"They
viciously snapped, not only at each other's disembowelments, but like
flexible bows, bent round, and bit their own; till those entrails
seemed swallowed over and over again by the same mouth, to be
oppositely voided by the gaping wound.","['They', 'viciously', 'snapped', ',', 'not', 'only', 'at', 'each', 'other', ""'s"", 'disembowelments', ',', 'but', 'like', 'flexible', 'bows', ',', 'bent', 'round', ',', 'and', 'bit', 'their', 'own', ';', 'till', 'those', 'entrails', 'seemed', 'swallowed', 'over', 'and', 'over', 'again', 'by', 'the', 'same', 'mouth', ',', 'to', 'be', 'oppositely', 'voided', 'by', 'the', 'gaping', 'wound', '.']",48
5295,Nor was this all.,"['Nor', 'was', 'this', 'all', '.']",5
5296,"It was
unsafe to meddle with the corpses and ghosts of these creatures.","['It', 'was', 'unsafe', 'to', 'meddle', 'with', 'the', 'corpses', 'and', 'ghosts', 'of', 'these', 'creatures', '.']",14
5297,"A
sort of generic or Pantheistic vitality seemed to lurk in their very
joints and bones, after what might be called the individual life had
departed.","['A', 'sort', 'of', 'generic', 'or', 'Pantheistic', 'vitality', 'seemed', 'to', 'lurk', 'in', 'their', 'very', 'joints', 'and', 'bones', ',', 'after', 'what', 'might', 'be', 'called', 'the', 'individual', 'life', 'had', 'departed', '.']",28
5298,"Killed and hoisted on deck for the sake of his skin, one
of these sharks almost took poor Queequeg's hand off, when he tried
to shut down the dead lid of his murderous jaw.","['Killed', 'and', 'hoisted', 'on', 'deck', 'for', 'the', 'sake', 'of', 'his', 'skin', ',', 'one', 'of', 'these', 'sharks', 'almost', 'took', 'poor', 'Queequeg', ""'s"", 'hand', 'off', ',', 'when', 'he', 'tried', 'to', 'shut', 'down', 'the', 'dead', 'lid', 'of', 'his', 'murderous', 'jaw', '.']",38
5299,"*The whaling-spade used for cutting-in is made of the very best
steel; is about the bigness of a man's spread hand; and in general
shape, corresponds to the garden implement after which it is named;
only its sides are perfectly flat, and its upper end considerably
narrower than the lower.","['*The', 'whaling-spade', 'used', 'for', 'cutting-in', 'is', 'made', 'of', 'the', 'very', 'best', 'steel', ';', 'is', 'about', 'the', 'bigness', 'of', 'a', 'man', ""'s"", 'spread', 'hand', ';', 'and', 'in', 'general', 'shape', ',', 'corresponds', 'to', 'the', 'garden', 'implement', 'after', 'which', 'it', 'is', 'named', ';', 'only', 'its', 'sides', 'are', 'perfectly', 'flat', ',', 'and', 'its', 'upper', 'end', 'considerably', 'narrower', 'than', 'the', 'lower', '.']",57
5300,"This weapon is always kept as sharp as
possible; and when being used is occasionally honed, just like a
razor.","['This', 'weapon', 'is', 'always', 'kept', 'as', 'sharp', 'as', 'possible', ';', 'and', 'when', 'being', 'used', 'is', 'occasionally', 'honed', ',', 'just', 'like', 'a', 'razor', '.']",23
5301,"In its socket, a stiff pole, from twenty to thirty feet long,
is inserted for a handle.","['In', 'its', 'socket', ',', 'a', 'stiff', 'pole', ',', 'from', 'twenty', 'to', 'thirty', 'feet', 'long', ',', 'is', 'inserted', 'for', 'a', 'handle', '.']",21
5302,"""Queequeg no care what god made him shark,"" said the savage,
agonizingly lifting his hand up and down; ""wedder Fejee god or
Nantucket god; but de god wat made shark must be one dam Ingin.""","['``', 'Queequeg', 'no', 'care', 'what', 'god', 'made', 'him', 'shark', ',', ""''"", 'said', 'the', 'savage', ',', 'agonizingly', 'lifting', 'his', 'hand', 'up', 'and', 'down', ';', '``', 'wedder', 'Fejee', 'god', 'or', 'Nantucket', 'god', ';', 'but', 'de', 'god', 'wat', 'made', 'shark', 'must', 'be', 'one', 'dam', 'Ingin', '.', ""''""]",44
5303,"CHAPTER 67

Cutting In.","['CHAPTER', '67', 'Cutting', 'In', '.']",5
5304,"It was a Saturday night, and such a Sabbath as followed!","['It', 'was', 'a', 'Saturday', 'night', ',', 'and', 'such', 'a', 'Sabbath', 'as', 'followed', '!']",13
5305,"Ex officio
professors of Sabbath breaking are all whalemen.","['Ex', 'officio', 'professors', 'of', 'Sabbath', 'breaking', 'are', 'all', 'whalemen', '.']",10
5306,"The ivory Pequod
was turned into what seemed a shamble; every sailor a butcher.","['The', 'ivory', 'Pequod', 'was', 'turned', 'into', 'what', 'seemed', 'a', 'shamble', ';', 'every', 'sailor', 'a', 'butcher', '.']",16
5307,"You
would have thought we were offering up ten thousand red oxen to the
sea gods.","['You', 'would', 'have', 'thought', 'we', 'were', 'offering', 'up', 'ten', 'thousand', 'red', 'oxen', 'to', 'the', 'sea', 'gods', '.']",17
5308,"In the first place, the enormous cutting tackles, among other
ponderous things comprising a cluster of blocks generally painted
green, and which no single man can possibly lift--this vast bunch of
grapes was swayed up to the main-top and firmly lashed to the lower
mast-head, the strongest point anywhere above a ship's deck.","['In', 'the', 'first', 'place', ',', 'the', 'enormous', 'cutting', 'tackles', ',', 'among', 'other', 'ponderous', 'things', 'comprising', 'a', 'cluster', 'of', 'blocks', 'generally', 'painted', 'green', ',', 'and', 'which', 'no', 'single', 'man', 'can', 'possibly', 'lift', '--', 'this', 'vast', 'bunch', 'of', 'grapes', 'was', 'swayed', 'up', 'to', 'the', 'main-top', 'and', 'firmly', 'lashed', 'to', 'the', 'lower', 'mast-head', ',', 'the', 'strongest', 'point', 'anywhere', 'above', 'a', 'ship', ""'s"", 'deck', '.']",61
5309,"The end
of the hawser-like rope winding through these intricacies, was then
conducted to the windlass, and the huge lower block of the tackles
was swung over the whale; to this block the great blubber hook,
weighing some one hundred pounds, was attached.","['The', 'end', 'of', 'the', 'hawser-like', 'rope', 'winding', 'through', 'these', 'intricacies', ',', 'was', 'then', 'conducted', 'to', 'the', 'windlass', ',', 'and', 'the', 'huge', 'lower', 'block', 'of', 'the', 'tackles', 'was', 'swung', 'over', 'the', 'whale', ';', 'to', 'this', 'block', 'the', 'great', 'blubber', 'hook', ',', 'weighing', 'some', 'one', 'hundred', 'pounds', ',', 'was', 'attached', '.']",49
5310,"And now suspended in
stages over the side, Starbuck and Stubb, the mates, armed with their
long spades, began cutting a hole in the body for the insertion of
the hook just above the nearest of the two side-fins.","['And', 'now', 'suspended', 'in', 'stages', 'over', 'the', 'side', ',', 'Starbuck', 'and', 'Stubb', ',', 'the', 'mates', ',', 'armed', 'with', 'their', 'long', 'spades', ',', 'began', 'cutting', 'a', 'hole', 'in', 'the', 'body', 'for', 'the', 'insertion', 'of', 'the', 'hook', 'just', 'above', 'the', 'nearest', 'of', 'the', 'two', 'side-fins', '.']",44
5311,"This done, a
broad, semicircular line is cut round the hole, the hook is inserted,
and the main body of the crew striking up a wild chorus, now commence
heaving in one dense crowd at the windlass.","['This', 'done', ',', 'a', 'broad', ',', 'semicircular', 'line', 'is', 'cut', 'round', 'the', 'hole', ',', 'the', 'hook', 'is', 'inserted', ',', 'and', 'the', 'main', 'body', 'of', 'the', 'crew', 'striking', 'up', 'a', 'wild', 'chorus', ',', 'now', 'commence', 'heaving', 'in', 'one', 'dense', 'crowd', 'at', 'the', 'windlass', '.']",43
5312,"When instantly, the
entire ship careens over on her side; every bolt in her starts like
the nail-heads of an old house in frosty weather; she trembles,
quivers, and nods her frighted mast-heads to the sky.","['When', 'instantly', ',', 'the', 'entire', 'ship', 'careens', 'over', 'on', 'her', 'side', ';', 'every', 'bolt', 'in', 'her', 'starts', 'like', 'the', 'nail-heads', 'of', 'an', 'old', 'house', 'in', 'frosty', 'weather', ';', 'she', 'trembles', ',', 'quivers', ',', 'and', 'nods', 'her', 'frighted', 'mast-heads', 'to', 'the', 'sky', '.']",42
5313,"More and more
she leans over to the whale, while every gasping heave of the
windlass is answered by a helping heave from the billows; till at
last, a swift, startling snap is heard; with a great swash the ship
rolls upwards and backwards from the whale, and the triumphant tackle
rises into sight dragging after it the disengaged semicircular end of
the first strip of blubber.","['More', 'and', 'more', 'she', 'leans', 'over', 'to', 'the', 'whale', ',', 'while', 'every', 'gasping', 'heave', 'of', 'the', 'windlass', 'is', 'answered', 'by', 'a', 'helping', 'heave', 'from', 'the', 'billows', ';', 'till', 'at', 'last', ',', 'a', 'swift', ',', 'startling', 'snap', 'is', 'heard', ';', 'with', 'a', 'great', 'swash', 'the', 'ship', 'rolls', 'upwards', 'and', 'backwards', 'from', 'the', 'whale', ',', 'and', 'the', 'triumphant', 'tackle', 'rises', 'into', 'sight', 'dragging', 'after', 'it', 'the', 'disengaged', 'semicircular', 'end', 'of', 'the', 'first', 'strip', 'of', 'blubber', '.']",74
5314,"Now as the blubber envelopes the whale
precisely as the rind does an orange, so is it stripped off from the
body precisely as an orange is sometimes stripped by spiralizing it.","['Now', 'as', 'the', 'blubber', 'envelopes', 'the', 'whale', 'precisely', 'as', 'the', 'rind', 'does', 'an', 'orange', ',', 'so', 'is', 'it', 'stripped', 'off', 'from', 'the', 'body', 'precisely', 'as', 'an', 'orange', 'is', 'sometimes', 'stripped', 'by', 'spiralizing', 'it', '.']",34
