,sents,tokens,token_count
14598,"discoveries, by the ship's being unprecedentedly dragged over","['discoveries', ',', 'by', 'the', 'ship', ""'s"", 'being', 'unprecedentedly', 'dragged', 'over']",10
14599,"sideways to the sea, owing to the body's immensely increasing","['sideways', 'to', 'the', 'sea', ',', 'owing', 'to', 'the', 'body', ""'s"", 'immensely', 'increasing']",12
14600,"tendency to sink.  However, Starbuck, who had the ordering of","['tendency', 'to', 'sink', '.', 'However', ',', 'Starbuck', ',', 'who', 'had', 'the', 'ordering', 'of']",13
14601,"affairs, hung on to it to the last; hung on to it so resolutely,","['affairs', ',', 'hung', 'on', 'to', 'it', 'to', 'the', 'last', ';', 'hung', 'on', 'to', 'it', 'so', 'resolutely', ',']",17
14602,"indeed, that when at length the ship would have been capsized, if","['indeed', ',', 'that', 'when', 'at', 'length', 'the', 'ship', 'would', 'have', 'been', 'capsized', ',', 'if']",14
14603,"still persisting in locking arms with the body; then, when the","['still', 'persisting', 'in', 'locking', 'arms', 'with', 'the', 'body', ';', 'then', ',', 'when', 'the']",13
14604,"command was given to break clear from it, such was the immovable","['command', 'was', 'given', 'to', 'break', 'clear', 'from', 'it', ',', 'such', 'was', 'the', 'immovable']",13
14605,strain upon the timber-heads to which the fluke-chains and cables,"['strain', 'upon', 'the', 'timber-heads', 'to', 'which', 'the', 'fluke-chains', 'and', 'cables']",10
14606,"were fastened, that it was impossible to cast them off.  Meantime","['were', 'fastened', ',', 'that', 'it', 'was', 'impossible', 'to', 'cast', 'them', 'off', '.', 'Meantime']",13
14607,everything in the Pequod was aslant.  To cross to the other side of,"['everything', 'in', 'the', 'Pequod', 'was', 'aslant', '.', 'To', 'cross', 'to', 'the', 'other', 'side', 'of']",14
14608,the deck was like walking up the steep gabled roof of a house.  The,"['the', 'deck', 'was', 'like', 'walking', 'up', 'the', 'steep', 'gabled', 'roof', 'of', 'a', 'house', '.', 'The']",15
14609,ship groaned and gasped.  Many of the ivory inlayings of her bulwarks,"['ship', 'groaned', 'and', 'gasped', '.', 'Many', 'of', 'the', 'ivory', 'inlayings', 'of', 'her', 'bulwarks']",13
14610,"and cabins were started from their places, by the unnatural","['and', 'cabins', 'were', 'started', 'from', 'their', 'places', ',', 'by', 'the', 'unnatural']",11
14611,dislocation.  In vain handspikes and crows were brought to bear upon,"['dislocation', '.', 'In', 'vain', 'handspikes', 'and', 'crows', 'were', 'brought', 'to', 'bear', 'upon']",12
14612,"the immovable fluke-chains, to pry them adrift from the timberheads;","['the', 'immovable', 'fluke-chains', ',', 'to', 'pry', 'them', 'adrift', 'from', 'the', 'timberheads', ';']",12
14613,and so low had the whale now settled that the submerged ends could,"['and', 'so', 'low', 'had', 'the', 'whale', 'now', 'settled', 'that', 'the', 'submerged', 'ends', 'could']",13
14614,"not be at all approached, while every moment whole tons of","['not', 'be', 'at', 'all', 'approached', ',', 'while', 'every', 'moment', 'whole', 'tons', 'of']",12
14615,"ponderosity seemed added to the sinking bulk, and the ship seemed on","['ponderosity', 'seemed', 'added', 'to', 'the', 'sinking', 'bulk', ',', 'and', 'the', 'ship', 'seemed', 'on']",13
14616,the point of going over.,"['the', 'point', 'of', 'going', 'over', '.']",6
14617,,[],0
14618,"""Hold on, hold on, won't ye?"" cried Stubb to the body, ""don't be in","['``', 'Hold', 'on', ',', 'hold', 'on', ',', 'wo', ""n't"", 'ye', '?', ""''"", 'cried', 'Stubb', 'to', 'the', 'body', ',', '``', 'do', ""n't"", 'be', 'in']",23
14619,"such a devil of a hurry to sink!  By thunder, men, we must do","['such', 'a', 'devil', 'of', 'a', 'hurry', 'to', 'sink', '!', 'By', 'thunder', ',', 'men', ',', 'we', 'must', 'do']",17
14620,"something or go for it.  No use prying there; avast, I say with your","['something', 'or', 'go', 'for', 'it', '.', 'No', 'use', 'prying', 'there', ';', 'avast', ',', 'I', 'say', 'with', 'your']",17
14621,"handspikes, and run one of ye for a prayer book and a pen-knife, and","['handspikes', ',', 'and', 'run', 'one', 'of', 'ye', 'for', 'a', 'prayer', 'book', 'and', 'a', 'pen-knife', ',', 'and']",16
14622,"cut the big chains.""","['cut', 'the', 'big', 'chains', '.', ""''""]",6
14623,,[],0
14624,"""Knife?  Aye, aye,"" cried Queequeg, and seizing the carpenter's heavy","['``', 'Knife', '?', 'Aye', ',', 'aye', ',', ""''"", 'cried', 'Queequeg', ',', 'and', 'seizing', 'the', 'carpenter', ""'s"", 'heavy']",17
14625,"hatchet, he leaned out of a porthole, and steel to iron, began","['hatchet', ',', 'he', 'leaned', 'out', 'of', 'a', 'porthole', ',', 'and', 'steel', 'to', 'iron', ',', 'began']",15
14626,"slashing at the largest fluke-chains.  But a few strokes, full of","['slashing', 'at', 'the', 'largest', 'fluke-chains', '.', 'But', 'a', 'few', 'strokes', ',', 'full', 'of']",13
14627,"sparks, were given, when the exceeding strain effected the rest.","['sparks', ',', 'were', 'given', ',', 'when', 'the', 'exceeding', 'strain', 'effected', 'the', 'rest', '.']",13
14628,"With a terrific snap, every fastening went adrift; the ship righted,","['With', 'a', 'terrific', 'snap', ',', 'every', 'fastening', 'went', 'adrift', ';', 'the', 'ship', 'righted', ',']",14
14629,the carcase sank.,"['the', 'carcase', 'sank', '.']",4
14630,,[],0
14631,"Now, this occasional inevitable sinking of the recently killed Sperm","['Now', ',', 'this', 'occasional', 'inevitable', 'sinking', 'of', 'the', 'recently', 'killed', 'Sperm']",11
14632,Whale is a very curious thing; nor has any fisherman yet adequately,"['Whale', 'is', 'a', 'very', 'curious', 'thing', ';', 'nor', 'has', 'any', 'fisherman', 'yet', 'adequately']",13
14633,accounted for it.  Usually the dead Sperm Whale floats with great,"['accounted', 'for', 'it', '.', 'Usually', 'the', 'dead', 'Sperm', 'Whale', 'floats', 'with', 'great']",12
14634,"buoyancy, with its side or belly considerably elevated above the","['buoyancy', ',', 'with', 'its', 'side', 'or', 'belly', 'considerably', 'elevated', 'above', 'the']",11
14635,"surface.  If the only whales that thus sank were old, meagre, and","['surface', '.', 'If', 'the', 'only', 'whales', 'that', 'thus', 'sank', 'were', 'old', ',', 'meagre', ',', 'and']",15
14636,"broken-hearted creatures, their pads of lard diminished and all their","['broken-hearted', 'creatures', ',', 'their', 'pads', 'of', 'lard', 'diminished', 'and', 'all', 'their']",11
14637,bones heavy and rheumatic; then you might with some reason assert,"['bones', 'heavy', 'and', 'rheumatic', ';', 'then', 'you', 'might', 'with', 'some', 'reason', 'assert']",12
14638,that this sinking is caused by an uncommon specific gravity in the,"['that', 'this', 'sinking', 'is', 'caused', 'by', 'an', 'uncommon', 'specific', 'gravity', 'in', 'the']",12
14639,"fish so sinking, consequent upon this absence of buoyant matter in","['fish', 'so', 'sinking', ',', 'consequent', 'upon', 'this', 'absence', 'of', 'buoyant', 'matter', 'in']",12
14640,"him.  But it is not so.  For young whales, in the highest health, and","['him', '.', 'But', 'it', 'is', 'not', 'so', '.', 'For', 'young', 'whales', ',', 'in', 'the', 'highest', 'health', ',', 'and']",18
14641,"swelling with noble aspirations, prematurely cut off in the warm","['swelling', 'with', 'noble', 'aspirations', ',', 'prematurely', 'cut', 'off', 'in', 'the', 'warm']",11
14642,"flush and May of life, with all their panting lard about them; even","['flush', 'and', 'May', 'of', 'life', ',', 'with', 'all', 'their', 'panting', 'lard', 'about', 'them', ';', 'even']",15
14643,"these brawny, buoyant heroes do sometimes sink.","['these', 'brawny', ',', 'buoyant', 'heroes', 'do', 'sometimes', 'sink', '.']",9
14644,,[],0
14645,"Be it said, however, that the Sperm Whale is far less liable to this","['Be', 'it', 'said', ',', 'however', ',', 'that', 'the', 'Sperm', 'Whale', 'is', 'far', 'less', 'liable', 'to', 'this']",16
14646,"accident than any other species.  Where one of that sort go down,","['accident', 'than', 'any', 'other', 'species', '.', 'Where', 'one', 'of', 'that', 'sort', 'go', 'down', ',']",14
14647,twenty Right Whales do.  This difference in the species is no doubt,"['twenty', 'Right', 'Whales', 'do', '.', 'This', 'difference', 'in', 'the', 'species', 'is', 'no', 'doubt']",13
14648,imputable in no small degree to the greater quantity of bone in the,"['imputable', 'in', 'no', 'small', 'degree', 'to', 'the', 'greater', 'quantity', 'of', 'bone', 'in', 'the']",13
14649,Right Whale; his Venetian blinds alone sometimes weighing more than a,"['Right', 'Whale', ';', 'his', 'Venetian', 'blinds', 'alone', 'sometimes', 'weighing', 'more', 'than', 'a']",12
14650,ton; from this incumbrance the Sperm Whale is wholly free.  But there,"['ton', ';', 'from', 'this', 'incumbrance', 'the', 'Sperm', 'Whale', 'is', 'wholly', 'free', '.', 'But', 'there']",14
14651,"are instances where, after the lapse of many hours or several days,","['are', 'instances', 'where', ',', 'after', 'the', 'lapse', 'of', 'many', 'hours', 'or', 'several', 'days', ',']",14
14652,"the sunken whale again rises, more buoyant than in life.  But the","['the', 'sunken', 'whale', 'again', 'rises', ',', 'more', 'buoyant', 'than', 'in', 'life', '.', 'But', 'the']",14
14653,reason of this is obvious.  Gases are generated in him; he swells to,"['reason', 'of', 'this', 'is', 'obvious', '.', 'Gases', 'are', 'generated', 'in', 'him', ';', 'he', 'swells', 'to']",15
14654,a prodigious magnitude; becomes a sort of animal balloon.  A,"['a', 'prodigious', 'magnitude', ';', 'becomes', 'a', 'sort', 'of', 'animal', 'balloon', '.', 'A']",12
14655,line-of-battle ship could hardly keep him under then.  In the Shore,"['line-of-battle', 'ship', 'could', 'hardly', 'keep', 'him', 'under', 'then', '.', 'In', 'the', 'Shore']",12
14656,"Whaling, on soundings, among the Bays of New Zealand, when a Right","['Whaling', ',', 'on', 'soundings', ',', 'among', 'the', 'Bays', 'of', 'New', 'Zealand', ',', 'when', 'a', 'Right']",15
14657,"Whale gives token of sinking, they fasten buoys to him, with plenty","['Whale', 'gives', 'token', 'of', 'sinking', ',', 'they', 'fasten', 'buoys', 'to', 'him', ',', 'with', 'plenty']",14
14658,"of rope; so that when the body has gone down, they know where to look","['of', 'rope', ';', 'so', 'that', 'when', 'the', 'body', 'has', 'gone', 'down', ',', 'they', 'know', 'where', 'to', 'look']",17
14659,for it when it shall have ascended again.,"['for', 'it', 'when', 'it', 'shall', 'have', 'ascended', 'again', '.']",9
14660,,[],0
14661,It was not long after the sinking of the body that a cry was heard,"['It', 'was', 'not', 'long', 'after', 'the', 'sinking', 'of', 'the', 'body', 'that', 'a', 'cry', 'was', 'heard']",15
14662,"from the Pequod's mast-heads, announcing that the Jungfrau was again","['from', 'the', 'Pequod', ""'s"", 'mast-heads', ',', 'announcing', 'that', 'the', 'Jungfrau', 'was', 'again']",12
14663,lowering her boats; though the only spout in sight was that of a,"['lowering', 'her', 'boats', ';', 'though', 'the', 'only', 'spout', 'in', 'sight', 'was', 'that', 'of', 'a']",14
14664,"Fin-Back, belonging to the species of uncapturable whales, because of","['Fin-Back', ',', 'belonging', 'to', 'the', 'species', 'of', 'uncapturable', 'whales', ',', 'because', 'of']",12
14665,"its incredible power of swimming.  Nevertheless, the Fin-Back's spout","['its', 'incredible', 'power', 'of', 'swimming', '.', 'Nevertheless', ',', 'the', 'Fin-Back', ""'s"", 'spout']",12
14666,"is so similar to the Sperm Whale's, that by unskilful fishermen it is","['is', 'so', 'similar', 'to', 'the', 'Sperm', 'Whale', ""'s"", ',', 'that', 'by', 'unskilful', 'fishermen', 'it', 'is']",15
14667,often mistaken for it.  And consequently Derick and all his host were,"['often', 'mistaken', 'for', 'it', '.', 'And', 'consequently', 'Derick', 'and', 'all', 'his', 'host', 'were']",13
14668,now in valiant chase of this unnearable brute.  The Virgin crowding,"['now', 'in', 'valiant', 'chase', 'of', 'this', 'unnearable', 'brute', '.', 'The', 'Virgin', 'crowding']",12
14669,"all sail, made after her four young keels, and thus they all","['all', 'sail', ',', 'made', 'after', 'her', 'four', 'young', 'keels', ',', 'and', 'thus', 'they', 'all']",14
14670,"disappeared far to leeward, still in bold, hopeful chase.","['disappeared', 'far', 'to', 'leeward', ',', 'still', 'in', 'bold', ',', 'hopeful', 'chase', '.']",12
14671,,[],0
14672,"Oh! many are the Fin-Backs, and many are the Dericks, my friend.","['Oh', '!', 'many', 'are', 'the', 'Fin-Backs', ',', 'and', 'many', 'are', 'the', 'Dericks', ',', 'my', 'friend', '.']",16
14673,,[],0
14674,,[],0
14675,,[],0
14676,CHAPTER 82,"['CHAPTER', '82']",2
14677,,[],0
14678,The Honour and Glory of Whaling.,"['The', 'Honour', 'and', 'Glory', 'of', 'Whaling', '.']",7
14679,,[],0
14680,,[],0
14681,There are some enterprises in which a careful disorderliness is the,"['There', 'are', 'some', 'enterprises', 'in', 'which', 'a', 'careful', 'disorderliness', 'is', 'the']",11
14682,true method.,"['true', 'method', '.']",3
14683,,[],0
14684,"The more I dive into this matter of whaling, and push my researches","['The', 'more', 'I', 'dive', 'into', 'this', 'matter', 'of', 'whaling', ',', 'and', 'push', 'my', 'researches']",14
14685,up to the very spring-head of it so much the more am I impressed with,"['up', 'to', 'the', 'very', 'spring-head', 'of', 'it', 'so', 'much', 'the', 'more', 'am', 'I', 'impressed', 'with']",15
14686,its great honourableness and antiquity; and especially when I find so,"['its', 'great', 'honourableness', 'and', 'antiquity', ';', 'and', 'especially', 'when', 'I', 'find', 'so']",12
14687,"many great demi-gods and heroes, prophets of all sorts, who one way","['many', 'great', 'demi-gods', 'and', 'heroes', ',', 'prophets', 'of', 'all', 'sorts', ',', 'who', 'one', 'way']",14
14688,"or other have shed distinction upon it, I am transported with the","['or', 'other', 'have', 'shed', 'distinction', 'upon', 'it', ',', 'I', 'am', 'transported', 'with', 'the']",13
14689,"reflection that I myself belong, though but subordinately, to so","['reflection', 'that', 'I', 'myself', 'belong', ',', 'though', 'but', 'subordinately', ',', 'to', 'so']",12
14690,emblazoned a fraternity.,"['emblazoned', 'a', 'fraternity', '.']",4
14691,,[],0
14692,"The gallant Perseus, a son of Jupiter, was the first whaleman; and to","['The', 'gallant', 'Perseus', ',', 'a', 'son', 'of', 'Jupiter', ',', 'was', 'the', 'first', 'whaleman', ';', 'and', 'to']",16
14693,"the eternal honour of our calling be it said, that the first whale","['the', 'eternal', 'honour', 'of', 'our', 'calling', 'be', 'it', 'said', ',', 'that', 'the', 'first', 'whale']",14
14694,attacked by our brotherhood was not killed with any sordid intent.,"['attacked', 'by', 'our', 'brotherhood', 'was', 'not', 'killed', 'with', 'any', 'sordid', 'intent', '.']",12
14695,"Those were the knightly days of our profession, when we only bore","['Those', 'were', 'the', 'knightly', 'days', 'of', 'our', 'profession', ',', 'when', 'we', 'only', 'bore']",13
14696,"arms to succor the distressed, and not to fill men's lamp-feeders.","['arms', 'to', 'succor', 'the', 'distressed', ',', 'and', 'not', 'to', 'fill', 'men', ""'s"", 'lamp-feeders', '.']",14
14697,Every one knows the fine story of Perseus and Andromeda; how the,"['Every', 'one', 'knows', 'the', 'fine', 'story', 'of', 'Perseus', 'and', 'Andromeda', ';', 'how', 'the']",13
14698,"lovely Andromeda, the daughter of a king, was tied to a rock on the","['lovely', 'Andromeda', ',', 'the', 'daughter', 'of', 'a', 'king', ',', 'was', 'tied', 'to', 'a', 'rock', 'on', 'the']",16
14699,"sea-coast, and as Leviathan was in the very act of carrying her off,","['sea-coast', ',', 'and', 'as', 'Leviathan', 'was', 'in', 'the', 'very', 'act', 'of', 'carrying', 'her', 'off', ',']",15
14700,"Perseus, the prince of whalemen, intrepidly advancing, harpooned the","['Perseus', ',', 'the', 'prince', 'of', 'whalemen', ',', 'intrepidly', 'advancing', ',', 'harpooned', 'the']",12
14701,"monster, and delivered and married the maid.  It was an admirable","['monster', ',', 'and', 'delivered', 'and', 'married', 'the', 'maid', '.', 'It', 'was', 'an', 'admirable']",13
14702,"artistic exploit, rarely achieved by the best harpooneers of the","['artistic', 'exploit', ',', 'rarely', 'achieved', 'by', 'the', 'best', 'harpooneers', 'of', 'the']",11
14703,present day; inasmuch as this Leviathan was slain at the very first,"['present', 'day', ';', 'inasmuch', 'as', 'this', 'Leviathan', 'was', 'slain', 'at', 'the', 'very', 'first']",13
14704,dart.  And let no man doubt this Arkite story; for in the ancient,"['dart', '.', 'And', 'let', 'no', 'man', 'doubt', 'this', 'Arkite', 'story', ';', 'for', 'in', 'the', 'ancient']",15
14705,"Joppa, now Jaffa, on the Syrian coast, in one of the Pagan temples,","['Joppa', ',', 'now', 'Jaffa', ',', 'on', 'the', 'Syrian', 'coast', ',', 'in', 'one', 'of', 'the', 'Pagan', 'temples', ',']",17
14706,"there stood for many ages the vast skeleton of a whale, which the","['there', 'stood', 'for', 'many', 'ages', 'the', 'vast', 'skeleton', 'of', 'a', 'whale', ',', 'which', 'the']",14
14707,city's legends and all the inhabitants asserted to be the identical,"['city', ""'s"", 'legends', 'and', 'all', 'the', 'inhabitants', 'asserted', 'to', 'be', 'the', 'identical']",12
14708,"bones of the monster that Perseus slew.  When the Romans took Joppa,","['bones', 'of', 'the', 'monster', 'that', 'Perseus', 'slew', '.', 'When', 'the', 'Romans', 'took', 'Joppa', ',']",14
14709,the same skeleton was carried to Italy in triumph.  What seems most,"['the', 'same', 'skeleton', 'was', 'carried', 'to', 'Italy', 'in', 'triumph', '.', 'What', 'seems', 'most']",13
14710,"singular and suggestively important in this story, is this: it was","['singular', 'and', 'suggestively', 'important', 'in', 'this', 'story', ',', 'is', 'this', ':', 'it', 'was']",13
14711,from Joppa that Jonah set sail.,"['from', 'Joppa', 'that', 'Jonah', 'set', 'sail', '.']",7
14712,,[],0
14713,"Akin to the adventure of Perseus and Andromeda--indeed, by some","['Akin', 'to', 'the', 'adventure', 'of', 'Perseus', 'and', 'Andromeda', '--', 'indeed', ',', 'by', 'some']",13
14714,supposed to be indirectly derived from it--is that famous story of,"['supposed', 'to', 'be', 'indirectly', 'derived', 'from', 'it', '--', 'is', 'that', 'famous', 'story', 'of']",13
14715,St. George and the Dragon; which dragon I maintain to have been a,"['St.', 'George', 'and', 'the', 'Dragon', ';', 'which', 'dragon', 'I', 'maintain', 'to', 'have', 'been', 'a']",14
14716,whale; for in many old chronicles whales and dragons are strangely,"['whale', ';', 'for', 'in', 'many', 'old', 'chronicles', 'whales', 'and', 'dragons', 'are', 'strangely']",12
14717,"jumbled together, and often stand for each other.  ""Thou art as a","['jumbled', 'together', ',', 'and', 'often', 'stand', 'for', 'each', 'other', '.', '``', 'Thou', 'art', 'as', 'a']",15
14718,"lion of the waters, and as a dragon of the sea,"" saith Ezekiel;","['lion', 'of', 'the', 'waters', ',', 'and', 'as', 'a', 'dragon', 'of', 'the', 'sea', ',', ""''"", 'saith', 'Ezekiel', ';']",17
14719,"hereby, plainly meaning a whale; in truth, some versions of the Bible","['hereby', ',', 'plainly', 'meaning', 'a', 'whale', ';', 'in', 'truth', ',', 'some', 'versions', 'of', 'the', 'Bible']",15
14720,"use that word itself.  Besides, it would much subtract from the glory","['use', 'that', 'word', 'itself', '.', 'Besides', ',', 'it', 'would', 'much', 'subtract', 'from', 'the', 'glory']",14
14721,of the exploit had St. George but encountered a crawling reptile of,"['of', 'the', 'exploit', 'had', 'St.', 'George', 'but', 'encountered', 'a', 'crawling', 'reptile', 'of']",12
14722,"the land, instead of doing battle with the great monster of the deep.","['the', 'land', ',', 'instead', 'of', 'doing', 'battle', 'with', 'the', 'great', 'monster', 'of', 'the', 'deep', '.']",15
14723,"Any man may kill a snake, but only a Perseus, a St. George, a","['Any', 'man', 'may', 'kill', 'a', 'snake', ',', 'but', 'only', 'a', 'Perseus', ',', 'a', 'St.', 'George', ',', 'a']",17
14724,"Coffin, have the heart in them to march boldly up to a whale.","['Coffin', ',', 'have', 'the', 'heart', 'in', 'them', 'to', 'march', 'boldly', 'up', 'to', 'a', 'whale', '.']",15
14725,,[],0
14726,Let not the modern paintings of this scene mislead us; for though the,"['Let', 'not', 'the', 'modern', 'paintings', 'of', 'this', 'scene', 'mislead', 'us', ';', 'for', 'though', 'the']",14
14727,creature encountered by that valiant whaleman of old is vaguely,"['creature', 'encountered', 'by', 'that', 'valiant', 'whaleman', 'of', 'old', 'is', 'vaguely']",10
14728,"represented of a griffin-like shape, and though the battle is","['represented', 'of', 'a', 'griffin-like', 'shape', ',', 'and', 'though', 'the', 'battle', 'is']",11
14729,"depicted on land and the saint on horseback, yet considering the","['depicted', 'on', 'land', 'and', 'the', 'saint', 'on', 'horseback', ',', 'yet', 'considering', 'the']",12
14730,"great ignorance of those times, when the true form of the whale was","['great', 'ignorance', 'of', 'those', 'times', ',', 'when', 'the', 'true', 'form', 'of', 'the', 'whale', 'was']",14
14731,"unknown to artists; and considering that as in Perseus' case, St.","['unknown', 'to', 'artists', ';', 'and', 'considering', 'that', 'as', 'in', 'Perseus', ""'"", 'case', ',', 'St', '.']",15
14732,George's whale might have crawled up out of the sea on the beach; and,"['George', ""'s"", 'whale', 'might', 'have', 'crawled', 'up', 'out', 'of', 'the', 'sea', 'on', 'the', 'beach', ';', 'and']",16
14733,considering that the animal ridden by St. George might have been only,"['considering', 'that', 'the', 'animal', 'ridden', 'by', 'St.', 'George', 'might', 'have', 'been', 'only']",12
14734,"a large seal, or sea-horse; bearing all this in mind, it will not","['a', 'large', 'seal', ',', 'or', 'sea-horse', ';', 'bearing', 'all', 'this', 'in', 'mind', ',', 'it', 'will', 'not']",16
14735,appear altogether incompatible with the sacred legend and the,"['appear', 'altogether', 'incompatible', 'with', 'the', 'sacred', 'legend', 'and', 'the']",9
14736,"ancientest draughts of the scene, to hold this so-called dragon no","['ancientest', 'draughts', 'of', 'the', 'scene', ',', 'to', 'hold', 'this', 'so-called', 'dragon', 'no']",12
14737,"other than the great Leviathan himself.  In fact, placed before the","['other', 'than', 'the', 'great', 'Leviathan', 'himself', '.', 'In', 'fact', ',', 'placed', 'before', 'the']",13
14738,"strict and piercing truth, this whole story will fare like that fish,","['strict', 'and', 'piercing', 'truth', ',', 'this', 'whole', 'story', 'will', 'fare', 'like', 'that', 'fish', ',']",14
14739,"flesh, and fowl idol of the Philistines, Dagon by name; who being","['flesh', ',', 'and', 'fowl', 'idol', 'of', 'the', 'Philistines', ',', 'Dagon', 'by', 'name', ';', 'who', 'being']",15
14740,"planted before the ark of Israel, his horse's head and both the palms","['planted', 'before', 'the', 'ark', 'of', 'Israel', ',', 'his', 'horse', ""'s"", 'head', 'and', 'both', 'the', 'palms']",15
14741,"of his hands fell off from him, and only the stump or fishy part of","['of', 'his', 'hands', 'fell', 'off', 'from', 'him', ',', 'and', 'only', 'the', 'stump', 'or', 'fishy', 'part', 'of']",16
14742,"him remained.  Thus, then, one of our own noble stamp, even a","['him', 'remained', '.', 'Thus', ',', 'then', ',', 'one', 'of', 'our', 'own', 'noble', 'stamp', ',', 'even', 'a']",16
14743,"whaleman, is the tutelary guardian of England; and by good rights, we","['whaleman', ',', 'is', 'the', 'tutelary', 'guardian', 'of', 'England', ';', 'and', 'by', 'good', 'rights', ',', 'we']",15
14744,harpooneers of Nantucket should be enrolled in the most noble order,"['harpooneers', 'of', 'Nantucket', 'should', 'be', 'enrolled', 'in', 'the', 'most', 'noble', 'order']",11
14745,"of St. George.  And therefore, let not the knights of that honourable","['of', 'St.', 'George', '.', 'And', 'therefore', ',', 'let', 'not', 'the', 'knights', 'of', 'that', 'honourable']",14
14746,"company (none of whom, I venture to say, have ever had to do with a","['company', '(', 'none', 'of', 'whom', ',', 'I', 'venture', 'to', 'say', ',', 'have', 'ever', 'had', 'to', 'do', 'with', 'a']",18
14747,"whale like their great patron), let them never eye a Nantucketer with","['whale', 'like', 'their', 'great', 'patron', ')', ',', 'let', 'them', 'never', 'eye', 'a', 'Nantucketer', 'with']",14
14748,"disdain, since even in our woollen frocks and tarred trowsers we are","['disdain', ',', 'since', 'even', 'in', 'our', 'woollen', 'frocks', 'and', 'tarred', 'trowsers', 'we', 'are']",13
14749,much better entitled to St. George's decoration than they.,"['much', 'better', 'entitled', 'to', 'St.', 'George', ""'s"", 'decoration', 'than', 'they', '.']",11
14750,,[],0
14751,"Whether to admit Hercules among us or not, concerning this I long","['Whether', 'to', 'admit', 'Hercules', 'among', 'us', 'or', 'not', ',', 'concerning', 'this', 'I', 'long']",13
14752,"remained dubious: for though according to the Greek mythologies, that","['remained', 'dubious', ':', 'for', 'though', 'according', 'to', 'the', 'Greek', 'mythologies', ',', 'that']",12
14753,antique Crockett and Kit Carson--that brawny doer of rejoicing good,"['antique', 'Crockett', 'and', 'Kit', 'Carson', '--', 'that', 'brawny', 'doer', 'of', 'rejoicing', 'good']",12
14754,"deeds, was swallowed down and thrown up by a whale; still, whether","['deeds', ',', 'was', 'swallowed', 'down', 'and', 'thrown', 'up', 'by', 'a', 'whale', ';', 'still', ',', 'whether']",15
14755,"that strictly makes a whaleman of him, that might be mooted.  It","['that', 'strictly', 'makes', 'a', 'whaleman', 'of', 'him', ',', 'that', 'might', 'be', 'mooted', '.', 'It']",14
14756,"nowhere appears that he ever actually harpooned his fish, unless,","['nowhere', 'appears', 'that', 'he', 'ever', 'actually', 'harpooned', 'his', 'fish', ',', 'unless', ',']",12
14757,"indeed, from the inside.  Nevertheless, he may be deemed a sort of","['indeed', ',', 'from', 'the', 'inside', '.', 'Nevertheless', ',', 'he', 'may', 'be', 'deemed', 'a', 'sort', 'of']",15
14758,"involuntary whaleman; at any rate the whale caught him, if he did not","['involuntary', 'whaleman', ';', 'at', 'any', 'rate', 'the', 'whale', 'caught', 'him', ',', 'if', 'he', 'did', 'not']",15
14759,the whale.  I claim him for one of our clan.,"['the', 'whale', '.', 'I', 'claim', 'him', 'for', 'one', 'of', 'our', 'clan', '.']",12
14760,,[],0
14761,"But, by the best contradictory authorities, this Grecian story of","['But', ',', 'by', 'the', 'best', 'contradictory', 'authorities', ',', 'this', 'Grecian', 'story', 'of']",12
14762,Hercules and the whale is considered to be derived from the still,"['Hercules', 'and', 'the', 'whale', 'is', 'considered', 'to', 'be', 'derived', 'from', 'the', 'still']",12
14763,more ancient Hebrew story of Jonah and the whale; and vice versa;,"['more', 'ancient', 'Hebrew', 'story', 'of', 'Jonah', 'and', 'the', 'whale', ';', 'and', 'vice', 'versa', ';']",14
14764,"certainly they are very similar.  If I claim the demigod then, why","['certainly', 'they', 'are', 'very', 'similar', '.', 'If', 'I', 'claim', 'the', 'demigod', 'then', ',', 'why']",14
14765,not the prophet?,"['not', 'the', 'prophet', '?']",4
14766,,[],0
14767,"Nor do heroes, saints, demigods, and prophets alone comprise the","['Nor', 'do', 'heroes', ',', 'saints', ',', 'demigods', ',', 'and', 'prophets', 'alone', 'comprise', 'the']",13
14768,whole roll of our order.  Our grand master is still to be named; for,"['whole', 'roll', 'of', 'our', 'order', '.', 'Our', 'grand', 'master', 'is', 'still', 'to', 'be', 'named', ';', 'for']",16
14769,"like royal kings of old times, we find the head waters of our","['like', 'royal', 'kings', 'of', 'old', 'times', ',', 'we', 'find', 'the', 'head', 'waters', 'of', 'our']",14
14770,fraternity in nothing short of the great gods themselves.  That,"['fraternity', 'in', 'nothing', 'short', 'of', 'the', 'great', 'gods', 'themselves', '.', 'That']",11
14771,"wondrous oriental story is now to be rehearsed from the Shaster,","['wondrous', 'oriental', 'story', 'is', 'now', 'to', 'be', 'rehearsed', 'from', 'the', 'Shaster', ',']",12
14772,"which gives us the dread Vishnoo, one of the three persons in the","['which', 'gives', 'us', 'the', 'dread', 'Vishnoo', ',', 'one', 'of', 'the', 'three', 'persons', 'in', 'the']",14
14773,godhead of the Hindoos; gives us this divine Vishnoo himself for our,"['godhead', 'of', 'the', 'Hindoos', ';', 'gives', 'us', 'this', 'divine', 'Vishnoo', 'himself', 'for', 'our']",13
14774,"Lord;--Vishnoo, who, by the first of his ten earthly incarnations,","['Lord', ';', '--', 'Vishnoo', ',', 'who', ',', 'by', 'the', 'first', 'of', 'his', 'ten', 'earthly', 'incarnations', ',']",16
